IMAGE\LABEL	airplane	bare-soil	buildings	cars	chaparral	court	dock	field	grass	mobile-home	pavement	sand	sea	ship	tanks	trees	water
airplane25	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
airplane26	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane27	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane28	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane29	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane30	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane31	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
airplane32	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane33	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane34	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane35	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
airplane36	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane37	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
airplane38	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
airplane39	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane40	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane41	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane42	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane43	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane44	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane45	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane46	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane47	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane48	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane49	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane50	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane51	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane52	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane53	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane54	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane55	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane56	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane57	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
airplane58	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane59	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane60	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane61	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane62	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane63	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane64	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane65	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane66	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane67	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane68	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane69	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane70	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane71	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane72	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane73	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane74	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane75	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane76	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane77	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane78	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
airplane79	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane80	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane81	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane82	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane83	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane84	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane85	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane86	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane87	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane88	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane89	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane90	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane91	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane92	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane93	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane94	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane95	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane96	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane97	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane98	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane99	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
baseballdiamond00	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond01	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond02	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond03	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond04	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond05	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond06	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond07	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond08	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond09	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond10	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond11	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond12	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond13	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond14	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond15	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond16	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond17	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond18	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond19	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond20	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond21	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baseballdiamond22	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond23	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond24	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond25	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond26	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond27	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond28	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond29	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond30	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond31	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond32	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond33	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond34	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond35	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond36	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond37	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond38	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond39	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond40	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond41	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond42	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond43	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond44	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond45	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond46	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond47	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond48	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond49	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond50	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond51	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond52	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond53	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond54	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond55	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond56	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond57	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond58	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond59	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
baseballdiamond60	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
baseballdiamond61	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
baseballdiamond62	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond63	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond64	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
baseballdiamond65	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond66	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond67	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond68	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond69	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond70	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond71	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond72	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond73	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond74	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond75	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond76	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond77	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond78	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond79	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond80	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond81	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond82	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond83	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond84	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond85	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond86	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond87	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond88	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond89	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond90	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baseballdiamond91	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond92	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond93	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond94	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond95	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond96	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond97	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond98	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond99	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
beach00	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach01	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach02	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach03	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach04	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach05	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach06	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach07	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach08	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach09	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach11	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach12	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach13	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach15	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach16	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach17	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach18	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach19	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach20	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach21	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach22	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach23	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach24	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach26	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach27	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach28	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
beach29	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach30	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach31	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach32	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach33	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach34	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach35	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach36	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach37	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach38	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach39	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
beach40	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
beach41	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0
beach42	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0
